duration,src_bytes,dst_bytes,wrong_fragment,hot,logged_in,num_compromised,count,srv_count,serror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,label
0,204,633,0,0,1,0,2,3,0.0,1.0,0.0,161,255,1.0,0
0,0,0,0,0,0,0,115,7,1.0,0.06,0.07,255,7,0.03,1
5,1583,413,0,0,1,0,1,1,0.0,1.0,0.0,13,111,0.54,0
0,1480,0,1,0,0,0,11,11,0.0,1.0,0.0,95,11,0.12,1
0,257,1650,0,0,1,0,7,7,0.0,1.0,0.0,255,246,0.96,0
0,303,1491,0,0,1,0,17,20,0.0,1.0,0.0,70,255,1.0,0
0,187,3253,0,0,1,0,17,17,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,125,18,1.0,0.14,0.06,255,4,0.02,1
0,259,14271,0,0,1,0,1,11,0.0,1.0,0.0,1,255,1.0,0
0,0,0,0,0,0,0,280,3,1.0,0.01,0.05,255,3,0.01,1
0,570,327,0,0,1,0,1,1,0.0,1.0,0.0,78,59,0.76,0
0,282,426,0,0,1,0,3,3,0.0,1.0,0.0,22,245,1.0,0
0,45,134,0,0,0,0,117,117,0.0,1.0,0.0,255,203,0.8,0
0,219,1177,0,0,1,0,2,2,0.0,1.0,0.0,15,255,1.0,0
0,1321,331,0,0,1,0,2,3,0.0,0.5,1.0,37,190,0.7,0
0,244,11762,0,0,1,0,15,19,0.0,1.0,0.0,15,17,1.0,0
0,0,0,0,0,0,0,115,14,1.0,0.12,0.08,255,14,0.05,1
0,2588,386,0,0,1,0,1,1,0.0,1.0,0.0,255,61,0.24,0
0,0,0,0,0,0,0,229,7,1.0,0.03,0.06,255,5,0.02,1
0,0,0,0,0,0,0,273,14,0.0,0.05,0.06,255,14,0.05,1
0,0,0,0,0,0,0,285,20,1.0,0.07,0.05,255,20,0.08,1
0,0,0,0,0,0,0,130,10,1.0,0.08,0.07,255,30,0.12,1
0,0,0,0,0,0,0,133,15,1.0,0.11,0.05,255,11,0.04,1
0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,6,75,1.0,0
0,0,0,0,0,0,0,142,15,1.0,0.11,0.06,255,15,0.06,1
0,281,322,0,0,1,0,23,24,0.0,1.0,0.0,62,255,1.0,0
0,0,0,0,0,0,0,115,11,0.0,0.1,0.06,255,11,0.04,1
0,0,0,0,0,0,0,299,7,1.0,0.02,0.05,255,7,0.03,1
0,1,0,0,0,0,0,128,118,0.0,0.92,0.02,255,186,0.73,1
0,28,0,3,0,0,0,21,21,0.0,1.0,0.0,234,21,0.09,1
3784,147,105,0,0,0,0,1,1,0.0,1.0,0.0,255,2,0.01,0
0,0,0,0,0,0,0,39,3,1.0,0.08,0.15,255,3,0.01,1
0,0,0,0,0,0,0,271,11,1.0,0.04,0.06,255,12,0.05,1
0,317,24716,0,0,1,0,7,9,0.0,1.0,0.0,255,255,1.0,0
0,306,6924,0,0,1,0,28,28,0.04,1.0,0.0,253,255,1.0,0
0,45,45,0,0,0,0,63,68,0.0,1.0,0.0,255,254,1.0,0
0,7422,0,0,0,1,0,9,9,0.0,1.0,0.0,122,63,0.52,0
0,44,44,0,0,0,0,3,4,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,227,20,1.0,0.09,0.06,255,14,0.05,1
0,5,0,0,0,0,0,478,1,0.0,0.0,0.0,255,1,0.0,1
0,44,70,0,0,0,0,109,109,0.0,1.0,0.0,255,254,1.0,0
0,231,3222,0,0,1,0,7,6,0.0,0.86,0.29,255,249,0.98,0
0,46,46,0,0,0,0,152,151,0.0,0.99,0.01,255,254,1.0,0
0,265,279,0,0,1,0,21,22,0.0,1.0,0.0,255,235,0.92,0
0,0,0,0,0,0,0,1,1,0.0,1.0,0.0,1,120,1.0,0
0,0,0,0,0,0,0,230,8,1.0,0.03,0.07,255,8,0.03,1
0,241,2113,0,0,1,0,8,9,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,31,1,1.0,0.03,0.13,255,16,0.06,1
12431,147,105,0,0,0,0,1,1,0.0,1.0,0.0,255,1,0.0,0
0,203,1704,0,0,1,0,13,13,0.0,1.0,0.0,73,255,1.0,0
0,0,0,0,0,0,0,37,17,1.0,0.46,0.05,255,56,0.22,1
0,59,0,0,0,1,0,24,24,0.0,1.0,0.0,255,149,0.58,0
0,45,76,0,0,0,0,116,116,0.0,1.0,0.0,255,224,0.88,0
0,0,0,0,0,0,0,448,1,0.0,0.0,0.52,255,1,0.0,1
0,935,336,0,0,1,0,1,1,0.0,1.0,0.0,96,59,0.61,0
0,1699,0,0,0,1,0,4,4,0.0,1.0,0.0,255,102,0.4,0
0,0,0,0,0,0,0,58,2,1.0,0.03,0.1,255,2,0.01,1
0,277,987,0,0,1,0,3,3,0.33,1.0,0.0,2,255,1.0,0
0,36,36,0,0,0,0,2,9,0.0,1.0,0.0,255,236,0.93,0
0,1463,388,0,0,1,0,1,2,0.0,1.0,0.0,255,99,0.39,0
0,0,0,0,0,0,0,128,17,1.0,0.13,0.07,255,15,0.06,1
0,0,0,0,0,0,0,296,17,1.0,0.06,0.05,255,3,0.01,1
0,195,424,0,0,1,0,2,2,0.0,1.0,0.0,34,255,1.0,0
0,1199,0,0,0,1,0,2,2,0.0,1.0,0.0,229,103,0.41,0
0,0,0,0,0,0,0,104,2,1.0,0.02,0.07,255,17,0.07,1
1,1140,2445,0,28,1,0,1,1,0.0,1.0,0.0,255,116,0.45,1
0,236,673,0,0,1,0,8,8,0.0,1.0,0.0,8,32,1.0,0
0,1723,330,0,0,1,0,1,2,0.0,1.0,0.0,16,12,0.75,0
0,208,682,0,0,1,0,18,18,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,113,4,1.0,0.04,0.06,255,14,0.05,1
0,0,0,0,0,0,0,133,1,1.0,0.01,0.06,255,11,0.04,1
0,8,0,0,0,0,0,1,12,0.0,1.0,0.0,1,24,1.0,1
0,0,0,0,0,0,0,111,3,0.0,0.03,0.08,235,3,0.01,1
0,0,0,0,0,0,0,246,13,1.0,0.05,0.06,255,1,0.0,1
0,150,435,0,0,1,0,1,1,0.0,1.0,0.0,2,255,1.0,0
0,0,0,0,0,0,0,266,1,1.0,0.0,0.06,255,3,0.01,1
10,2073,330,0,0,1,0,1,2,0.0,1.0,0.0,135,157,0.64,0
7,0,15,0,0,1,0,1,1,0.0,1.0,0.0,3,2,0.33,1
0,0,0,0,0,0,0,74,4,1.0,0.05,0.08,181,4,0.02,1
0,0,0,0,0,0,0,224,6,1.0,0.03,0.06,255,5,0.02,1
0,0,0,0,0,0,0,207,1,1.0,0.0,0.07,255,3,0.01,1
0,722,330,0,0,1,0,2,1,0.0,0.5,1.0,150,169,0.65,0
0,0,0,0,0,0,0,179,9,1.0,0.05,0.07,255,20,0.08,1
0,641,0,0,0,0,0,2,2,0.0,1.0,0.0,255,108,0.42,0
0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,255,51,0.2,1
0,177,1994,0,0,1,0,5,5,0.0,1.0,0.0,42,51,1.0,0
0,227,868,0,0,1,0,6,6,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,127,6,0.0,0.05,0.06,255,5,0.02,1
3,204921,380,0,0,1,0,1,1,0.0,1.0,0.0,71,189,0.8,0
0,0,0,0,0,0,0,238,6,1.0,0.03,0.06,255,1,0.0,1
0,242,255,0,0,1,0,27,52,0.0,1.0,0.0,255,255,1.0,0
0,165,23063,0,0,1,0,1,3,0.0,1.0,0.0,1,255,1.0,0
0,0,0,0,0,0,0,198,13,1.0,0.07,0.06,255,12,0.05,1
0,1,1,0,0,0,0,14,11,0.0,0.79,0.14,255,11,0.04,1
0,0,0,0,0,0,0,261,6,1.0,0.02,0.07,255,6,0.02,1
0,105,146,0,0,0,0,7,1,0.0,0.14,0.29,255,247,0.97,0
3301,146,105,0,0,0,0,2,2,0.0,1.0,0.0,255,2,0.01,0
0,0,0,0,0,0,0,117,10,1.0,0.09,0.06,255,10,0.04,1
0,0,0,0,0,0,0,274,4,1.0,0.01,0.05,255,4,0.02,1
0,0,0,0,0,0,0,1,1,1.0,1.0,0.0,222,29,0.0,1
0,740,0,0,0,1,0,2,2,0.0,1.0,0.0,169,52,0.21,0
0,1032,0,0,0,0,0,510,510,0.0,1.0,0.0,232,87,0.38,1
0,0,0,0,0,0,0,253,11,1.0,0.04,0.07,255,11,0.04,1
0,214,2659,0,0,1,0,13,13,0.0,1.0,0.0,48,255,1.0,0
0,0,0,0,0,0,0,297,20,1.0,0.07,0.06,255,1,0.0,1
0,48,48,0,0,0,0,1,1,0.0,1.0,0.0,255,15,0.06,0
0,0,0,0,0,0,0,30,3,1.0,0.1,0.1,255,3,0.01,1
0,91,0,0,0,0,0,1,2,0.0,1.0,0.0,60,42,0.7,0
0,1226,390,0,0,1,0,1,4,0.0,1.0,0.0,255,106,0.42,0
0,11376,0,0,0,1,0,2,2,0.0,1.0,0.0,8,8,1.0,0
0,18,0,0,0,0,0,1,1,0.0,1.0,0.0,2,118,1.0,1
0,303,11455,0,0,1,0,12,13,0.0,1.0,0.0,12,255,1.0,0
0,308,1512,0,0,1,0,12,16,0.0,1.0,0.0,255,255,1.0,0
17125,1,0,0,0,0,0,2,2,0.0,1.0,0.0,255,2,0.01,1
0,0,0,0,0,0,0,246,2,0.0,0.01,0.07,255,2,0.01,1
0,0,0,0,0,0,0,130,19,1.0,0.15,0.06,240,19,0.08,1
0,0,0,0,0,0,0,147,9,0.0,0.06,0.08,255,9,0.04,1
0,6932,0,0,0,0,0,2,2,0.0,1.0,0.0,120,25,0.18,0
0,0,0,0,0,0,0,223,6,1.0,0.03,0.06,255,15,0.06,1
0,0,0,0,0,0,0,144,14,1.0,0.1,0.06,255,5,0.02,1
0,0,0,0,0,0,0,2,2,0.0,1.0,0.0,2,249,1.0,0
0,225,2649,0,0,1,0,1,1,0.0,1.0,0.0,237,255,1.0,0
0,282,2474,0,0,1,0,6,20,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,283,7,1.0,0.02,0.06,255,10,0.04,1
0,156,3200,0,0,1,0,3,3,0.0,1.0,0.0,160,255,1.0,0
0,105,0,0,0,0,0,1,1,0.0,1.0,0.0,13,13,1.0,0
0,276,25868,0,2,1,0,1,3,0.0,1.0,0.0,255,255,1.0,0
0,236,2413,0,0,1,0,3,3,0.0,1.0,0.0,66,255,1.0,0
0,54540,8314,0,2,1,1,6,7,0.0,1.0,0.0,127,127,1.0,1
0,1032,0,0,0,0,0,511,511,0.0,1.0,0.0,255,60,0.24,1
0,724,334,0,0,1,0,1,1,0.0,1.0,0.0,45,215,0.96,0
0,0,0,0,0,0,0,125,4,1.0,0.03,0.06,255,5,0.02,1
0,43,72,0,0,0,0,267,268,0.0,1.0,0.0,255,224,0.88,0
0,28,0,3,0,0,0,47,47,0.0,1.0,0.0,255,47,0.18,1
0,8,0,0,0,0,0,1,35,0.0,1.0,0.0,1,51,1.0,1
0,0,0,0,0,0,0,110,15,1.0,0.14,0.05,255,15,0.06,1
0,0,0,0,0,0,0,202,2,1.0,0.01,0.06,255,13,0.05,1
0,205,2543,0,0,1,0,23,23,0.04,1.0,0.0,22,255,1.0,0
0,278,2251,0,0,1,0,2,5,0.0,1.0,0.0,31,45,1.0,0
0,301,8513,0,0,1,0,7,7,0.0,1.0,0.0,140,255,1.0,0
0,0,0,0,0,0,0,143,4,0.0,0.03,0.06,255,4,0.02,1
0,0,0,0,0,0,0,214,22,1.0,0.1,0.05,255,22,0.09,1
0,230,34870,0,0,1,0,2,2,0.0,1.0,0.0,50,255,1.0,0
0,44,83,0,0,0,0,262,262,0.0,1.0,0.0,255,236,0.93,0
26231,1,0,0,0,0,0,2,2,0.0,1.0,0.0,255,2,0.01,1
0,309,4544,0,0,1,0,2,2,0.0,1.0,0.0,17,255,1.0,0
0,156,671,0,0,1,0,1,13,0.0,1.0,0.0,20,255,1.0,0
0,0,0,0,0,0,0,148,19,1.0,0.13,0.05,23,8,0.35,1
0,7940,0,0,0,1,0,9,9,0.0,1.0,0.0,255,15,0.06,0
0,383,1672,0,0,1,0,2,28,0.0,1.0,0.0,99,255,1.0,0
0,353,1686,0,0,1,0,8,8,0.25,1.0,0.0,255,255,1.0,0
0,54540,8314,0,2,1,1,4,6,0.0,1.0,0.0,113,113,1.0,1
0,335,6357,0,0,1,0,9,12,0.0,1.0,0.0,21,255,1.0,0
0,321,1374,0,0,1,0,4,7,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,201,6,1.0,0.03,0.06,255,19,0.07,1
0,337,4819,0,0,1,0,6,6,0.17,1.0,0.0,231,255,1.0,0
0,155,11268,0,0,1,0,1,1,0.0,1.0,0.0,191,255,1.0,0
6,847,329,0,0,1,0,1,2,0.0,1.0,0.0,15,160,0.87,0
0,243,1871,0,0,1,0,7,7,0.0,1.0,0.0,73,255,1.0,0
4,1211,322,0,0,1,0,1,2,0.0,1.0,0.0,242,163,0.64,0
0,2393,386,0,0,1,0,1,1,0.0,1.0,0.0,255,121,0.47,0
0,12286,0,0,0,1,0,4,4,0.0,1.0,0.0,52,34,0.65,0
0,0,0,0,0,0,0,148,17,1.0,0.11,0.05,184,2,0.01,1
0,54540,8314,0,2,1,1,4,4,0.0,1.0,0.0,139,139,1.0,1
0,0,0,0,0,0,0,281,4,1.0,0.01,0.05,255,4,0.02,1
0,8,0,0,0,0,0,1,11,0.0,1.0,0.0,2,8,1.0,1
0,235,4955,0,0,1,0,1,6,0.0,1.0,0.0,8,255,1.0,0
0,309,1528,0,0,1,0,7,7,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,214,2,1.0,0.01,0.06,255,4,0.02,1
0,207,0,0,0,0,0,2,2,0.0,1.0,0.0,112,96,0.86,1
0,204,334,0,0,1,0,4,4,0.0,1.0,0.0,59,255,1.0,0
0,337,1173,0,0,1,0,2,3,0.0,1.0,0.0,218,255,1.0,0
0,1,0,0,0,0,0,34,4,0.0,0.12,0.09,255,27,0.11,1
0,338,770,0,0,1,0,17,17,0.0,1.0,0.0,17,117,1.0,0
0,0,0,0,0,0,0,149,18,1.0,0.12,0.05,224,17,0.08,1
0,45,131,0,0,0,0,131,199,0.0,1.0,0.0,255,206,0.81,0
0,0,0,0,0,0,0,120,10,1.0,0.08,0.06,255,1,0.0,1
0,919,335,0,0,1,0,1,1,0.0,1.0,0.0,62,157,0.97,0
0,225,22047,0,0,1,0,20,20,0.05,1.0,0.0,119,255,1.0,0
21,707,287,0,0,1,0,1,1,0.0,1.0,0.0,255,165,0.65,0
0,249,509,0,0,1,0,3,3,0.0,1.0,0.0,17,255,1.0,0
0,290,2491,0,0,1,0,9,15,0.0,1.0,0.0,30,255,1.0,0
0,2881,0,0,0,1,0,1,1,0.0,1.0,0.0,207,67,0.32,0
0,0,0,0,0,0,0,104,17,1.0,0.16,0.07,255,17,0.07,1
0,0,0,0,0,0,0,64,2,1.0,0.03,0.08,12,2,0.17,1
0,1032,0,0,0,0,0,511,511,0.0,1.0,0.0,183,89,0.49,1
0,18,0,0,0,0,0,1,2,0.0,1.0,0.0,4,248,1.0,1
0,1,0,0,0,0,0,59,21,0.0,0.36,0.08,255,55,0.22,1
1,86,128,0,0,1,0,2,2,0.0,1.0,0.0,12,6,0.5,0
0,208,759,0,0,1,0,3,9,0.0,1.0,0.0,125,255,1.0,0
0,8,0,0,0,0,0,1,5,0.0,1.0,0.0,2,24,1.0,1
0,0,0,0,0,0,0,114,13,1.0,0.11,0.06,255,20,0.08,1
0,18,0,0,0,0,0,1,2,0.0,1.0,0.0,4,184,1.0,1
0,142,43464,0,0,1,0,1,3,0.0,1.0,0.0,98,255,1.0,0
0,0,0,0,0,0,0,297,18,1.0,0.06,0.06,255,1,0.0,1
0,0,0,0,0,0,0,2,2,0.5,1.0,0.0,34,211,1.0,0
0,207,471,0,0,1,0,4,4,0.0,1.0,0.0,40,255,1.0,0
0,1404,331,0,0,1,0,1,1,0.0,1.0,0.0,13,175,0.54,0
0,0,0,0,0,0,0,115,13,0.0,0.11,0.07,255,13,0.05,1
0,242,398,0,0,1,0,1,1,0.0,1.0,0.0,24,255,1.0,0
0,0,0,0,0,0,0,102,13,1.0,0.13,0.07,255,7,0.03,1
0,0,0,0,0,0,0,2,2,0.5,1.0,0.0,103,134,0.54,0
0,8,0,0,0,0,0,1,40,0.0,1.0,0.0,1,103,1.0,1
1,3697,330,0,0,1,0,1,3,0.0,1.0,0.0,114,96,0.84,0
0,0,0,0,0,0,0,87,11,1.0,0.13,0.06,255,11,0.04,1
0,347,1875,0,0,1,0,6,6,0.0,1.0,0.0,255,255,1.0,0
0,1032,0,0,0,0,0,511,511,0.0,1.0,0.0,255,113,0.44,1
0,1346,331,0,0,1,0,1,1,0.0,1.0,0.0,83,57,0.69,0
0,204,2676,0,0,1,0,5,5,0.0,1.0,0.0,68,255,1.0,0
0,241,4570,0,0,1,0,24,24,0.0,1.0,0.0,255,255,1.0,0
0,28,0,3,0,0,0,62,62,0.0,1.0,0.0,134,62,0.46,1
0,1609,333,0,0,1,0,2,1,0.0,0.5,1.0,111,65,0.59,0
0,295,1509,0,0,1,0,5,5,0.0,1.0,0.0,255,255,1.0,0
0,211,9945,0,0,1,0,5,14,0.0,1.0,0.0,26,255,1.0,0
0,223,3053,0,0,1,0,9,9,0.0,1.0,0.0,9,255,1.0,0
0,45,45,0,0,0,0,146,148,0.0,1.0,0.0,255,196,0.77,0
0,44,82,0,0,0,0,157,157,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,257,7,0.0,0.03,0.07,255,7,0.03,1
0,314,1456,0,0,1,0,5,8,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,146,9,1.0,0.06,0.05,255,9,0.04,1
0,0,0,0,0,0,0,150,4,1.0,0.03,0.06,255,2,0.01,1
0,0,0,0,0,0,0,112,11,0.0,0.1,0.07,255,11,0.04,1
0,105,147,0,0,0,0,3,1,0.0,0.33,1.0,255,226,0.89,0
1,1084,321,0,0,1,0,1,1,0.0,1.0,0.0,129,142,0.3,0
0,0,0,0,0,0,0,112,8,1.0,0.07,0.06,255,16,0.06,1
0,8,0,0,0,0,0,1,19,0.0,1.0,0.0,2,19,1.0,1
0,0,0,0,0,0,0,294,14,1.0,0.05,0.05,255,12,0.05,1
0,321,1374,0,0,1,0,12,16,0.0,1.0,0.0,255,255,1.0,0
0,0,0,0,0,0,0,109,15,1.0,0.14,0.05,255,15,0.06,1
13958,1,0,0,0,0,0,2,2,0.0,1.0,0.0,255,2,0.01,1
0,18,0,0,0,0,0,1,1,0.0,1.0,0.0,1,189,1.0,1
0,299,1787,0,0,1,0,2,2,0.0,1.0,0.0,29,255,1.0,0
0,204,308,0,0,1,0,10,25,0.0,1.0,0.0,255,255,1.0,0
0,349,1112,0,0,1,0,12,12,0.0,1.0,0.0,41,255,1.0,0
0,0,0,0,0,0,0,179,20,1.0,0.11,0.06,255,19,0.07,1
0,0,0,0,0,0,0,107,4,0.0,0.04,0.07,255,4,0.02,1
0,749,0,0,0,1,0,2,2,0.0,1.0,0.0,114,115,0.79,0
